time,tweets,language
2021-04-03,@antisocialgoat @TwitterMoments Cant answer stupidity. I wear a mask even though I had Covid in December and had the first vaccine dose.  You are right!  I can’t  force others to get the vaccine but I don’t want them traveling with me on planes &amp; trains  and luckily my friends and family are getting vaccinated.,English
2021-04-03,"@omar_quraishi Pharma Race so I wouldn’t go for the numbers. The bottom line is that every vaccine will reduce the likelihood of developing severe COVID by almost 100% so yes, I second you, go get yourself vaccinated.",English
2021-04-03,"Take me out to the Covid-restricted ballgame,
Take me out with the vaccine crowd
Buy me a Covid passcode and Cracker Jacks
I don't care if I never get back,

Let me root, root, root for the home team,
If they don't win it's a shame
'Cause it's one, two, three strikes your out...",English
2021-04-03,U people are trusting COVID VACCINE??????,English
2021-04-03,Coronavirus Update: Fauci thinks U.S. can reach goal without AstraZeneca vaccine https://t.co/4vgOXavywy #ETF #tracker,English
2021-04-03,"Photos: Man Has Rare, Horrifying Reaction to Johnson &amp; Johnson COVID Vaccine https://t.co/P3V2i1HW33",English
2021-04-03,"New York allows them, Florida bans them. Will Californians get COVID vaccine passports? https://t.co/Cx0UfTpcNL via @sfchronicle https://t.co/94ToafxDGW",English
2021-04-03,"Had every intention of taking @alextoussaint25 Ride to Greatness today, but I got my second COVID vaccine last night and my body is too sore for that intensity. Took a 30 minute Low Impact instead. I’ll catch it on demand soon. #teamvalidate for the win baby @onepeloton 👍🏻",English
2021-04-03,How come everyone I see happily posting about Florida banning businesses from requiring a covid vaccine is conservative? Conservatives supposedly abhor government telling private businesses how to operate. A la carte political beliefs at it’s finest.,English
2021-04-03,Starting Monday anybody who wants the Covid 19 vaccine can get it at FAMU no appointment necessary,English
2021-04-03,AstraZeneca COVID Vaccine: Clotting Disorder Mechanism Revealed? https://t.co/PkML4fnN2Y via @medscape,English
2021-04-03,Got my second covid vaccine 😁,English
2021-04-03,@OTeeJay_ Yeah a COVID antibody test will tell you if you’ve been exposed already and have some immunity.  Still would get that vaccine though... that will ensure you have as close to full immunity as possible.,English
2021-04-03,"So it turns out I'm getting my COVID vaccine on campus today! Man, I haven't been back there in a year! Don't think much has changed but dang! Might ask to wander around a tad just to remember things but I thiiiink campus security might not let us. Sad.",English
2021-04-03,Now I aint no covid conspiracy theorist and I have had my vaccine however I am AGAINST #VaccinePassports,English
2021-04-03,🌟Grubb's SE now accepting appointments for the J+J one-shot Covid-19 Vaccine [SP] — Congress Heights on the Rise https://t.co/UdY4OQMuZM,English
2021-04-03,"philly is the exception to the rule, but for us on the Delaware river you can get it there! READ FURTHER HERE: https://t.co/fWYCt6KvMC",English
2021-04-03,A plain(ish) language explanation of why the risk associated with the AZ vaccine in young people outweighs the risk of Covid in young people. Apparently it’s about severity of outcome. Still not sure why they chose 55 as the cut off (v. 50 or 60).  https://t.co/l1btELRcET,English
2021-04-03,"Vaccine appointments available at Walgreens Saint Louis from Apr 5 to Apr 8. Sign up here, zip code 63113:
https://t.co/z7hLZHrEAo (as of 11:03)",English
2021-04-03,"Vaccine appointments available at Walgreens Saint Louis from Apr 5 to Apr 8. Sign up here, zip code 63108:
https://t.co/z7hLZHrEAo (as of 11:04)",English
2021-04-03,COVID-19 immunisation campaign: Sputnik V vaccine arrives https://t.co/o7YtAsfRZg,English
2021-04-03,"A man who died from covid is at heaven's gate angry that he died. ""Lord, I prayed and prayed to be safe from covid and you ignored my prayers."" God came down and said, ""My son, I answered your prayer. That's what the vaccine was for..."" https://t.co/l0t7Qo7EQ4",English
2021-04-03,@GovRonDuhSantis @GovRonDeSantis Based on the data we know...If I have had covid I don't need the vaccine for immunity. 24 out of 100 people that had the Johnson and Johnson vaccine will NOT have immunity. 6 out of 100 people that get the Pfizer or Moderna vaccines will NOT have immunity. How will you know?,English
2021-04-03,How interesting. I do believe those who wear masks and get the vaccine could cause more Covid problems than those who don't. https://t.co/6E0B4Kf89w,English
2021-04-03,"'Safe &amp; Effective' 👀

""7 people died in the UK...

...from blood clots after getting AstraZeneca's COVID-19 vaccine.""

https://t.co/y4zNtydR9B",English
2021-04-03,@briellecoronet @Lori20052008 Vaccine does NOT stop covid spread!!!,English
2021-04-03,"NEW: CVS #9566 on 04-05
Address: 596 Long Beach Boulevard, Long Beach, CA 90802
Posted @ 1617466013
https://t.co/0mws9GGZhU",English
2021-04-03,@_Hustler031 @OleItumbi @hellenjeriKe Then the covid-19 treatment should've been free. I bet the amount poured in to research the vaccine (if any) was way less than the amount for refreshments to the numerous taskforces for meetings that were to be done in online platforms. #AgaKhanExposed,English
2021-04-03,"@mdrechsler Good news—6 months results—Pfizer vaccine remains more than 91% effective against disease with any symptoms for six months. And it appeared to be so far good against the worrying #B1351 variant from South Africa in limited data so far. Thread 🧵 #COVID19 
 https://t.co/gyV7jjHfcO",English
2021-04-03,"One chart shows which vaccine side effects you can expect based on your age, manufacturer, and dose - Business Insider https://t.co/FXxAPI4vik via",English
2021-04-03,And what percentage of those 900k skipped the queue @paulreiddublin? 😒 https://t.co/GRloNr60zs https://t.co/6YxZv8QPQe,English
2021-04-03,@LostInThePondUS My first Covid vaccine jab is tomorrow afternoon.  Unfortunately I'll miss your secret livestream.,English
2021-04-03,@savethemiddle @GovRonDeSantis Those are traditional vaccines... covid is like the flu - you don’t need a flu shot to be a part of society. This is not a traditional vaccine -,English
2021-04-03,World's Largest Vaccine Maker Makes Millions Of AstraZeneca Doses A Month : Goats and Soda : NPR https://t.co/bosvFxxq0k,English
2021-04-03,"@MetroUK I don’t under’d answers here-20,000pa die of flu,no 1 mentions it,no calls for passports.What figure do u want Covid down to-given Proffs say,it wont go &amp; wil b like flu every yr.If all over 50’s &amp; vulnerable have had their vaccine then whats problem?vaccine either works or not",English
2021-04-03,2nd COVID vaccine side effects update: still feeling a little weak but all of my other symptoms are GONE. I'll take this over COVID any day.,English
2021-04-03,"@chesterwig @RodChung7773 @BareReality @DominicFarrell No I didn’t say that but like the flu vaccine,antibodies have to be reminded of what they are protecting you from. They basically have a shelf life. Just because you’ve had COVID doesn’t mean that your body is forever protected from COVID. Also cases of reinfection are known",English
2021-04-03,"@ichaydon @naornvr_nad @wudanyan Ian... from the bottom of my heart...

Thank you for volunteering to be a test subject a year ago for the covid vaccine.

A year later here in Texas... my eight siblings and their spouses are vaccinated, my 90-something parents and my 30-something sons are vaccinated.",English
2021-04-03,"#GetVACCINATED 

#DollyParton gets a taste of her own medicine as she receives second Covid vaccine

She is now fully vaccinated after receiving her second dose of the coronavirus jab – and she again marked the occasion in true Dolly fashion.

#MOG
 https://t.co/7x3sJ1lYGR",English
2021-04-03,"There's more on this (@briangukc FYI).
AZ published the following on the 14th March
https://t.co/yEsSDk2Nad
...which said as of 8th March, they had seen 22 cases.  Having downloaded the Yellow Card data for the 14th and 21st March, PE cases after AZ💉was 64 (14th) and 223 (21st)! https://t.co/lHL81EhS3c",English
2021-04-03,"Although the CDC and U.S. Food and Drug Administration (FDA) have various systems in place to monitor the safety of vaccines, they are not “up and running” and do not have adequate resources behind them...

https://t.co/g51SccbbGY",English
2021-04-03,@thenaynayshow @Clarja_wewon @metalmama80 Again don’t be pressured by these ppl. I’m not going to get it. Look at this - https://t.co/vO5GHZXt7V,English
2021-04-03,Argentine government launches Covid-19 vaccine passport https://t.co/rRgZqX21Fr,English
2021-04-03,@taylorswift13 Woohoo!! First thing I'm looking forward to after getting my 2nd Covid Vaccine on the 9th is This album release!! #FearlessTaylorsVersion,English
2021-04-03,Millennials to be offered single-shot Johnson &amp; Johnson Covid vaccine - Evening Standard https://t.co/7PuKtTOfFh,English
2021-04-03,It's been about 3 days since I took the covid vaccine; no serious side effects but my arm is still hurting. Eh eh what kind?,English
2021-04-03,woooo ya girl got her first dose of the covid vaccine 🥳🥳,English
2021-04-03,"PSA: Just bc you get the vaccine does not mean you avoid getting covid. Vaccines are meant so that if you get covid, the symptoms are supposed to be less severe.",English
2021-04-03,Y'all don't understand this is like just before Christmas for me... I'm so ready to schedule my covid vaccine next week,English
2021-04-03,It’s stupidity like @GovRonDeSantis prohibiting vaccine passports that there’s going to be covid spikes despite the progress with vaccines. https://t.co/AHwdJVt1ww,English
2021-04-03,"New availability: Centura
Colorado State Fairgrounds (Pfizer Vaccine): 1001 Beulah Ave, Pueblo, CO 81004
Access here: https://t.co/Fs1JHpmy5X
Apr 03, 10:06 AM",English
2021-04-03,"New availability: Centura
Dicks Sporting Goods Park Lot H (J&amp;J Vaccine): 6000 Victory Way, Commerce City, CO 80022
Access here: https://t.co/Fs1JHpmy5X
Apr 03, 10:06 AM",English
2021-04-03,"@m0derntraveller @WAPFLondon @disclosetv I've seen Israel's Green covid pass policy and personally I think it's wrong. Everyone must have freedom of choice, especially when considering not everyone can have the vaccine for medical reasons. You cannot create a two tier society, but Boris knows that.",English
2021-04-03,"You have #COVID19 vaccine questions, and WSU's Guy Palmer has answers in a series of short, to-the-point videos.

https://t.co/6nidL1MmAc

#SpoCougs | #GoCougs",English
2021-04-03,"“No Florida government entity, or its subdivisions, agents, or assigns, shall be permitted to issue vaccine passports, vaccine passes, or other standardized documentation for the purpose of certifying an individual’s COVID-19 vaccination status to a third party"" #DeSantis",English
2021-04-03,"@Jim_Jordan I won't get vaccinated. I have seen ppl have died, still getting the virus after being vaccinated. The # are still rising of ppl getting covid. I know 2 ppl that had the vaccine, both on blood thinners, both had brain aneurysm. I'm on thinners 4 the rest of my life. No thank u.",English
2021-04-03,"We’re all in agreement that the Covid-like vaccine induced symptoms are called Fauxvid, right?",English
2021-04-03,"Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
2325 Flatbush Avenue, Brooklyn, NY, 11234
(800) 925-4733

https://t.co/kfLhUKyjjP",English
2021-04-03,"Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
1551 Richmond Avenue, Staten Island, NY, 10314
(800) 925-4733

https://t.co/XjditTmPzZ",English
2021-04-03,"Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
100 West 57th Street, Manhattan, NY, 10019
(800) 925-4733

https://t.co/xQKHg4dUff",English
2021-04-03,"Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
7001 Amboy Road, Staten Island, NY, 10307
(800) 925-4733

https://t.co/tqsEME665j",English
2021-04-03,"#Overnight Health Care: CDC says fully vaccinated people can ...
https://t.co/76QDIqBGhK",English
2021-04-03,"NEW: CVS #9694 on 04-05
Address: 900 N Lake Ave, Pasadena, CA 91104
Posted @ 1617465949
https://t.co/0mws9GGZhU",English
2021-04-03,"NEW: CVS #9757 on 04-04
Address: 2525 Via Campo St, Montebello, CA 90640
Posted @ 1617465946
https://t.co/0mws9GGZhU",English
2021-04-03,"Dying of/with/from covid = bad.

Dying after ""vaccine"" = who cares. https://t.co/DqiinrpXFp",English
